SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,SUBDIV_NORMAL_ANNUAL,SUBDIV_NORMAL_MONSOON,CLIMATIC_ZONE,ANNUAL_PDN,MONSOON_PDN,ANNUAL_ZSCORE,MONSOON_ZSCORE,LAG1_ANNUAL,LAG2_ANNUAL,LAG3_ANNUAL,LAG1_MONSOON,ANNUAL_MOMENTUM,ROLL3_MEAN_ANNUAL,ROLL5_MEAN_ANNUAL,ROLL5_STD_ANNUAL,DECADAL_DRIFT,WINTER_PCT,PRE_MONSOON_PCT,MONSOON_CONCENTRATION_PCT,RETREATING_MONSOON_PCT,EARLY_VS_LATE_MONSOON_RATIO,JUNE_ONSET_PDN,IMD_DROUGHT_CATEGORY,IS_DROUGHT_YEAR
SOUTH INTERIOR KARNATAKA,1937,0.10,9.80,14.60,90.80,81.60,99.60,232.70,78.00,121.70,147.00,25.50,9.70,911.10,9.90,187.00,532.00,182.20,1040.38,684.33,Sub-Humid Core,-12.43,-22.26,-0.857,-1.189,958.30,954.70,786.30,629.10,+3.60,899.77,1059.70,206.34,-25.02,1.09,20.52,58.39,20.00,1.664,-29.57,Normal,0
SOUTH INTERIOR KARNATAKA,1938,0.00,3.90,17.40,40.70,45.80,144.40,153.80,237.60,178.70,30.60,15.90,2.60,871.40,3.90,103.90,714.50,49.10,1040.38,684.33,Sub-Humid Core,-16.24,+4.41,-1.121,+0.236,911.10,958.30,954.70,532.00,-47.20,941.37,987.88,181.59,-20.29,0.45,11.92,81.99,5.63,0.716,+2.11,Normal,0
SOUTH INTERIOR KARNATAKA,1939,3.50,0.00,13.10,70.50,49.60,92.10,184.70,198.10,114.70,226.60,71.60,0.00,1024.50,3.50,133.20,589.60,298.20,1040.38,684.33,Sub-Humid Core,-1.53,-13.84,-0.105,-0.739,871.40,911.10,958.30,714.50,-39.70,913.60,896.36,63.55,-28.19,0.34,13.00,57.55,29.11,0.885,-34.87,Normal,0
SOUTH INTERIOR KARNATAKA,1940,0.00,0.10,0.70,60.10,138.30,177.60,203.40,188.70,80.70,174.90,139.70,15.80,1180.00,0.10,199.10,650.40,330.40,1040.38,684.33,Sub-Humid Core,+13.42,-4.96,+0.926,-0.265,1024.50,871.40,911.10,589.60,+153.10,935.67,944.00,51.29,-29.24,0.01,16.87,55.12,28.00,1.414,+25.59,Normal,0
SOUTH INTERIOR KARNATAKA,1941,1.20,2.30,2.30,43.80,73.80,154.90,186.50,154.90,129.80,108.40,19.50,60.20,937.60,3.50,119.90,626.10,188.10,1040.38,684.33,Sub-Humid Core,-9.88,-8.51,-0.682,-0.455,1180.00,1024.50,871.40,650.40,+155.50,1025.30,989.06,108.24,-10.58,0.37,12.79,66.78,20.06,1.199,+9.53,Normal,0
SOUTH INTERIOR KARNATAKA,1942,0.10,2.00,0.50,45.00,91.00,164.10,247.50,145.90,77.30,109.00,26.70,23.70,932.80,2.10,136.50,634.80,159.40,1040.38,684.33,Sub-Humid Core,-10.34,-7.24,-0.713,-0.387,937.60,1180.00,1024.50,626.10,-242.40,1047.37,984.92,109.73,-18.07,0.23,14.63,68.05,17.09,1.844,+16.04,Normal,0
SOUTH INTERIOR KARNATAKA,1943,24.40,0.90,3.70,48.30,189.90,88.50,243.10,67.50,137.00,283.00,50.80,0.00,1137.10,25.30,241.90,536.10,333.80,1040.38,684.33,Sub-Humid Core,+9.30,-21.66,+0.641,-1.157,932.80,937.60,1180.00,634.80,-4.80,1016.80,989.26,107.12,-51.81,2.22,21.27,47.15,29.36,1.622,-37.42,Normal,0
SOUTH INTERIOR KARNATAKA,1944,0.20,24.30,37.00,21.70,98.50,100.00,275.10,82.00,127.20,178.50,74.40,6.70,1025.60,24.50,157.20,584.30,259.60,1040.38,684.33,Sub-Humid Core,-1.42,-14.62,-0.098,-0.781,1137.10,932.80,937.60,536.10,+204.30,1002.50,1042.40,101.21,-71.00,2.39,15.33,56.97,25.31,1.793,-29.29,Normal,0
SOUTH INTERIOR KARNATAKA,1945,0.40,1.20,0.30,54.90,93.30,79.90,260.90,109.90,72.60,85.20,33.70,0.10,792.40,1.60,148.50,523.30,119.00,1040.38,684.33,Sub-Humid Core,-23.84,-23.53,-1.645,-1.257,1025.60,1137.10,932.80,584.30,-111.50,1031.83,1042.62,101.17,-47.07,0.20,18.74,66.04,15.02,1.867,-43.50,Deficient (Moderate Drought),1
SOUTH INTERIOR KARNATAKA,1946,0.10,2.40,14.80,62.50,86.90,146.80,201.50,255.90,168.10,112.90,150.30,42.90,1245.10,2.50,164.20,772.30,306.10,1040.38,684.33,Sub-Humid Core,+19.68,+12.85,+1.358,+0.687,792.40,1025.60,1137.10,523.30,-233.20,985.03,965.10,113.90,-63.30,0.20,13.19,62.03,24.58,0.821,+3.81,Normal,0
SOUTH INTERIOR KARNATAKA,1947,8.10,5.90,10.00,22.40,53.20,83.50,238.90,236.20,139.70,127.60,15.20,17.60,958.30,14.00,85.60,698.30,160.40,1040.38,684.33,Sub-Humid Core,-7.89,+2.04,-0.544,+0.109,1245.10,792.40,1025.60,772.30,+452.70,1021.03,1026.60,157.23,-34.62,1.46,8.93,72.87,16.74,0.858,-40.95,Normal,0
SOUTH INTERIOR KARNATAKA,1948,4.00,0.10,3.20,70.70,153.90,135.60,188.60,255.60,61.10,117.70,81.50,2.10,1074.10,4.10,227.80,640.90,201.30,1040.38,684.33,Sub-Humid Core,+3.24,-6.35,+0.224,-0.339,958.30,1245.10,792.40,698.30,-286.80,998.60,1031.70,154.49,-29.90,0.38,21.21,59.67,18.74,1.024,-4.11,Normal,0
SOUTH INTERIOR KARNATAKA,1949,0.10,0.10,3.80,32.10,103.60,82.40,179.50,165.20,107.80,188.30,13.60,0.00,876.50,0.20,139.50,534.90,201.90,1040.38,684.33,Sub-Humid Core,-15.75,-21.84,-1.087,-1.167,1074.10,958.30,1245.10,640.90,+115.80,1092.50,1019.10,147.81,-9.63,0.02,15.92,61.03,23.03,0.959,-41.73,Normal,0
SOUTH INTERIOR KARNATAKA,1950,0.10,13.30,0.80,6.50,61.30,91.20,268.80,148.70,154.50,133.70,77.10,0.40,956.40,13.40,68.60,663.20,211.20,1040.38,684.33,Sub-Humid Core,-8.07,-3.09,-0.557,-0.165,876.50,1074.10,958.30,534.90,-197.60,969.63,989.28,158.16,-24.43,1.40,7.17,69.34,22.08,1.187,-35.51,Normal,0
SOUTH INTERIOR KARNATAKA,1951,0.20,0.00,13.00,60.90,135.20,111.70,205.70,89.40,177.90,98.00,33.30,0.00,925.30,0.20,209.10,584.70,131.30,1040.38,684.33,Sub-Humid Core,-11.06,-14.56,-0.763,-0.778,956.40,876.50,1074.10,663.20,+79.90,969.00,1022.08,128.08,-46.79,0.02,22.60,63.19,14.19,1.187,-21.01,Normal,0
SOUTH INTERIOR KARNATAKA,1952,0.30,10.70,0.60,40.00,76.80,106.80,176.20,156.20,66.70,188.60,0.70,48.20,871.80,11.00,117.40,505.90,237.50,1040.38,684.33,Sub-Humid Core,-16.20,-26.07,-1.118,-1.393,925.30,956.40,876.50,584.70,-31.10,919.40,958.12,65.11,-48.02,1.26,13.47,58.03,27.24,1.270,-24.48,Normal,0
SOUTH INTERIOR KARNATAKA,1953,0.50,2.20,0.70,71.00,34.40,163.70,368.50,191.50,113.00,307.40,2.60,0.50,1256.00,2.70,106.10,836.70,310.50,1040.38,684.33,Sub-Humid Core,+20.73,+22.27,+1.430,+1.189,871.80,925.30,956.40,505.90,-53.50,917.83,940.82,73.69,-54.12,0.21,8.45,66.62,24.72,1.748,+15.76,Excess (Deluge),0
SOUTH INTERIOR KARNATAKA,1954,1.80,0.50,8.90,38.50,127.20,139.30,298.50,175.60,56.90,164.80,0.50,18.60,1031.10,2.30,174.60,670.30,183.90,1040.38,684.33,Sub-Humid Core,-0.89,-2.05,-0.062,-0.110,1256.00,871.80,925.30,836.70,+384.20,1017.70,977.20,142.90,-42.23,0.22,16.93,65.01,17.84,1.883,-1.50,Normal,0
SOUTH INTERIOR KARNATAKA,1955,0.90,0.10,10.40,48.70,168.20,135.90,88.90,151.60,201.20,175.10,18.10,2.90,1002.00,1.00,227.30,577.60,196.10,1040.38,684.33,Sub-Humid Core,-3.69,-15.60,-0.255,-0.833,1031.10,1256.00,871.80,670.30,-224.90,1052.97,1008.12,134.23,-41.68,0.10,22.68,57.64,19.57,0.637,-3.90,Normal,0
SOUTH INTERIOR KARNATAKA,1956,0.40,1.40,2.50,68.50,62.50,209.60,251.30,137.10,120.10,265.00,124.00,1.20,1243.60,1.80,133.50,718.10,390.20,1040.38,684.33,Sub-Humid Core,+19.53,+4.93,+1.348,+0.264,1002.00,1031.10,1256.00,577.60,-29.10,1096.37,1017.24,131.94,-20.72,0.14,10.73,57.74,31.38,1.792,+48.21,Normal,0
SOUTH INTERIOR KARNATAKA,1957,0.00,0.50,9.40,18.60,169.00,174.90,242.60,147.20,47.00,177.60,77.90,0.10,1064.80,0.50,197.00,611.70,255.60,1040.38,684.33,Sub-Humid Core,+2.35,-10.61,+0.162,-0.567,1243.60,1002.00,1031.10,718.10,+241.60,1092.23,1080.90,148.03,-20.87,0.05,18.50,57.45,24.00,2.150,+23.68,Normal,0
SOUTH INTERIOR KARNATAKA,1958,3.30,1.30,13.10,60.60,134.50,163.20,340.20,201.70,123.10,108.70,59.60,0.60,1209.90,4.60,208.20,828.20,168.90,1040.38,684.33,Sub-Humid Core,+16.29,+21.02,+1.124,+1.123,1064.80,1243.60,1002.00,611.70,-178.80,1103.47,1119.50,108.30,-10.22,0.38,17.21,68.45,13.96,1.550,+15.40,Normal,0
SOUTH INTERIOR KARNATAKA,1959,0.20,2.50,0.30,25.20,89.80,255.80,425.60,172.20,218.20,55.40,29.30,6.30,1280.80,2.70,115.30,1071.80,91.00,1040.38,684.33,Sub-Humid Core,+23.11,+56.62,+1.594,+3.025,1209.90,1064.80,1243.60,828.20,+145.10,1172.77,1110.28,97.74,+3.36,0.21,9.00,83.68,7.10,1.745,+80.88,Excess (Deluge),0
SOUTH INTERIOR KARNATAKA,1960,0.30,0.00,15.30,42.40,92.60,119.80,254.30,124.40,162.70,112.80,65.30,0.20,990.10,0.30,150.30,661.20,178.30,1040.38,684.33,Sub-Humid Core,-4.83,-3.38,-0.333,-0.181,1280.80,1209.90,1064.80,1071.80,+70.90,1185.17,1160.22,107.79,+43.79,0.03,15.18,66.78,18.01,1.303,-15.29,Normal,0
SOUTH INTERIOR KARNATAKA,1961,2.10,3.40,2.60,62.50,161.60,196.20,492.70,213.50,93.80,165.40,14.30,1.40,1409.50,5.50,226.70,996.20,181.10,1040.38,684.33,Sub-Humid Core,+35.48,+45.57,+2.448,+2.435,990.10,1280.80,1209.90,661.20,-290.70,1160.27,1157.84,111.33,+47.16,0.39,16.08,70.68,12.85,2.242,+38.74,Excess (Deluge),0
SOUTH INTERIOR KARNATAKA,1962,1.40,6.90,5.50,81.30,118.50,66.10,310.40,268.50,149.10,203.70,29.60,65.90,1306.90,8.30,205.30,794.10,299.20,1040.38,684.33,Sub-Humid Core,+25.62,+16.04,+1.767,+0.857,1409.50,990.10,1280.80,996.20,+419.40,1226.80,1191.02,149.97,+95.58,0.64,15.71,60.76,22.89,0.902,-53.26,Excess (Deluge),0
SOUTH INTERIOR KARNATAKA,1963,1.20,2.80,13.00,51.60,78.10,108.50,197.50,232.50,92.60,193.80,9.00,12.30,992.90,4.00,142.70,631.10,215.10,1040.38,684.33,Sub-Humid Core,-4.56,-7.78,-0.315,-0.416,1306.90,1409.50,990.10,794.10,-102.60,1235.50,1239.44,140.16,+139.09,0.40,14.37,63.56,21.66,0.941,-23.28,Normal,0
SOUTH INTERIOR KARNATAKA,1964,0.00,0.10,0.70,23.60,51.00,122.20,280.00,305.40,182.70,121.50,78.40,3.80,1169.40,0.10,75.30,890.30,203.70,1040.38,684.33,Sub-Humid Core,+12.40,+30.10,+0.856,+1.608,992.90,1306.90,1409.50,631.10,-314.00,1236.43,1196.04,172.46,+112.78,0.01,6.44,76.13,17.42,0.824,-13.59,Normal,0
SOUTH INTERIOR KARNATAKA,1965,1.00,0.20,4.60,24.60,42.00,129.80,245.20,141.10,81.40,17.70,25.80,21.70,735.10,1.20,71.20,597.50,65.20,1040.38,684.33,Sub-Humid Core,-29.34,-12.69,-2.024,-0.678,1169.40,992.90,1306.90,890.30,+176.50,1156.40,1173.76,167.19,+126.61,0.16,9.69,81.28,8.87,1.685,-8.21,Deficient (Moderate Drought),1
SOUTH INTERIOR KARNATAKA,1966,4.20,0.90,2.50,24.70,90.90,82.30,256.10,91.00,188.50,132.80,123.20,13.80,1010.90,5.10,118.10,617.90,269.80,1040.38,684.33,Sub-Humid Core,-2.83,-9.71,-0.195,-0.519,735.10,1169.40,992.90,597.50,-434.30,965.80,1122.76,238.93,+99.92,0.50,11.68,61.12,26.69,1.211,-41.80,Normal,0
SOUTH INTERIOR KARNATAKA,1967,5.70,0.00,4.70,25.70,77.80,136.30,350.40,157.30,57.80,96.20,12.30,16.00,940.20,5.70,108.20,701.80,124.50,1040.38,684.33,Sub-Humid Core,-9.63,+2.55,-0.664,+0.136,1010.90,735.10,1169.40,617.90,+275.80,971.80,1043.04,191.81,+76.65,0.61,11.51,74.64,13.24,2.263,-3.62,Normal,0
SOUTH INTERIOR KARNATAKA,1968,0.00,8.00,8.50,47.50,71.80,120.60,284.10,124.70,209.70,99.30,23.40,3.40,1001.00,8.00,127.80,739.10,126.10,1040.38,684.33,Sub-Humid Core,-3.79,+8.00,-0.261,+0.428,940.20,1010.90,735.10,701.80,-70.70,895.40,969.70,140.02,+64.19,0.80,12.77,73.84,12.60,1.210,-14.72,Normal,0
SOUTH INTERIOR KARNATAKA,1969,0.00,0.00,2.30,37.80,101.90,100.80,289.50,216.30,104.00,174.80,51.40,27.70,1106.50,0.00,142.00,710.60,253.90,1040.38,684.33,Sub-Humid Core,+6.36,+3.84,+0.438,+0.205,1001.00,940.20,1010.90,739.10,+60.80,984.03,971.32,140.32,+43.30,0.00,12.83,64.22,22.95,1.219,-28.72,Normal,0
SOUTH INTERIOR KARNATAKA,1970,1.40,5.40,4.30,49.50,129.60,99.50,210.10,206.40,129.00,217.60,20.90,0.20,1073.90,6.80,183.40,645.00,238.70,1040.38,684.33,Sub-Humid Core,+3.22,-5.75,+0.222,-0.307,1106.50,1001.00,940.20,710.60,+105.50,1015.90,958.74,123.85,+25.87,0.63,17.08,60.06,22.23,0.923,-29.64,Normal,0
SOUTH INTERIOR KARNATAKA,1971,2.00,5.30,2.70,37.90,100.50,204.50,174.90,180.70,161.70,122.30,17.40,10.30,1020.20,7.30,141.10,721.80,150.00,1040.38,684.33,Sub-Humid Core,-1.94,+5.48,-0.134,+0.293,1073.90,1106.50,1001.00,645.00,-32.60,1060.47,1026.50,58.29,+34.25,0.72,13.83,70.75,14.70,1.108,+44.61,Normal,0
SOUTH INTERIOR KARNATAKA,1972,0.00,1.10,0.10,26.90,190.50,153.60,214.60,97.60,176.20,135.70,26.30,41.50,1064.10,1.10,217.50,642.00,203.50,1040.38,684.33,Sub-Humid Core,+2.28,-6.19,+0.157,-0.330,1020.20,1073.90,1106.50,721.80,-53.70,1066.87,1028.36,57.91,-4.68,0.10,20.44,60.33,19.12,1.345,+8.61,Normal,0
SOUTH INTERIOR KARNATAKA,1973,0.00,0.00,0.20,21.80,102.40,214.90,232.70,220.80,118.00,140.50,26.50,8.70,1086.50,0.00,124.40,786.40,175.70,1040.38,684.33,Sub-Humid Core,+4.43,+14.92,+0.306,+0.797,1064.10,1020.20,1073.90,642.00,+43.90,1052.73,1053.14,37.95,-28.96,0.00,11.45,72.38,16.17,1.321,+51.96,Normal,0
SOUTH INTERIOR KARNATAKA,1974,0.10,0.00,4.30,34.50,113.20,71.00,281.80,166.70,235.00,138.20,6.60,0.00,1051.40,0.10,152.00,754.50,144.80,1040.38,684.33,Sub-Humid Core,+1.06,+10.25,+0.073,+0.548,1086.50,1064.10,1020.20,786.40,+22.40,1056.93,1070.24,28.76,-19.60,0.01,14.46,71.76,13.77,0.878,-49.79,Normal,0
SOUTH INTERIOR KARNATAKA,1975,4.10,3.20,15.50,21.00,93.00,224.80,260.60,252.80,224.00,157.70,76.30,1.30,1334.30,7.30,129.50,962.20,235.30,1040.38,684.33,Sub-Humid Core,+28.25,+40.60,+1.949,+2.169,1051.40,1086.50,1064.10,754.50,-35.10,1067.33,1059.22,22.66,-31.40,0.55,9.71,72.11,17.63,1.018,+58.96,Excess (Deluge),0
SOUTH INTERIOR KARNATAKA,1976,0.00,0.10,2.60,66.90,25.90,64.00,203.70,148.30,87.20,54.40,106.50,1.70,761.30,0.10,95.40,503.20,162.60,1040.38,684.33,Sub-Humid Core,-26.82,-26.47,-1.851,-1.414,1334.30,1051.40,1086.50,962.20,+282.90,1157.40,1111.30,113.54,+28.52,0.01,12.53,66.10,21.36,1.137,-54.74,Deficient (Moderate Drought),1
SOUTH INTERIOR KARNATAKA,1977,0.00,1.30,13.80,51.20,136.80,168.50,227.70,134.50,166.50,224.60,82.80,0.10,1207.80,1.30,201.80,697.20,307.50,1040.38,684.33,Sub-Humid Core,+16.09,+1.88,+1.110,+0.100,761.30,1334.30,1051.40,503.20,-573.00,1049.00,1059.52,181.80,+3.56,0.11,16.71,57.72,25.46,1.316,+19.15,Normal,0
SOUTH INTERIOR KARNATAKA,1978,0.50,7.00,2.60,40.10,104.50,188.10,281.80,231.20,156.80,107.10,81.00,30.80,1231.50,7.50,147.20,857.90,218.90,1040.38,684.33,Sub-Humid Core,+18.37,+25.36,+1.267,+1.355,1207.80,761.30,1334.30,697.20,+446.50,1101.13,1088.26,191.36,+30.32,0.61,11.95,69.66,17.78,1.211,+33.01,Normal,0
SOUTH INTERIOR KARNATAKA,1979,0.30,29.20,4.10,31.30,49.00,192.80,189.30,207.90,219.60,81.90,113.90,1.40,1120.70,29.50,84.40,809.60,197.20,1040.38,684.33,Sub-Humid Core,+7.72,+18.31,+0.533,+0.978,1231.50,1207.80,761.30,857.90,+23.70,1066.87,1117.26,199.70,+53.37,2.63,7.53,72.24,17.60,0.894,+36.33,Normal,0
SOUTH INTERIOR KARNATAKA,1980,0.00,0.00,7.20,79.10,99.00,228.00,287.70,179.60,161.80,99.60,81.10,1.90,1225.00,0.00,185.30,857.10,182.60,1040.38,684.33,Sub-Humid Core,+17.75,+25.25,+1.224,+1.349,1120.70,1231.50,1207.80,809.60,-110.80,1186.67,1131.12,197.03,+54.79,0.00,15.13,69.97,14.91,1.511,+61.22,Normal,0
SOUTH INTERIOR KARNATAKA,1981,1.80,0.10,19.60,25.50,94.90,136.30,189.40,299.80,254.60,123.20,32.80,6.50,1184.50,1.90,140.00,880.10,162.50,1040.38,684.33,Sub-Humid Core,+13.85,+28.61,+0.956,+1.528,1225.00,1120.70,1231.50,857.10,+104.30,1192.40,1109.26,178.47,+69.90,0.16,11.82,74.30,13.72,0.587,-3.62,Normal,0
SOUTH INTERIOR KARNATAKA,1982,0.10,0.00,2.00,18.30,99.20,151.10,217.00,240.80,126.90,97.10,50.80,0.20,1003.50,0.10,119.50,735.80,148.10,1040.38,684.33,Sub-Humid Core,-3.54,+7.52,-0.245,+0.402,1184.50,1225.00,1120.70,880.10,-40.50,1176.73,1193.90,40.05,+86.33,0.01,11.91,73.32,14.76,1.001,+6.85,Normal,0
SOUTH INTERIOR KARNATAKA,1983,0.00,0.00,0.90,5.10,77.00,215.30,206.60,262.50,185.90,97.80,21.10,38.90,1111.10,0.00,83.00,870.30,157.80,1040.38,684.33,Sub-Humid Core,+6.80,+27.18,+0.469,+1.452,1003.50,1184.50,1225.00,735.80,-181.00,1137.67,1153.04,84.54,+80.27,0.00,7.47,78.33,14.20,0.941,+52.24,Normal,0
SOUTH INTERIOR KARNATAKA,1984,2.10,7.90,75.40,39.00,44.70,196.20,256.80,122.30,167.10,142.30,5.70,4.40,1063.90,10.00,159.10,742.40,152.40,1040.38,684.33,Sub-Humid Core,+2.26,+8.49,+0.156,+0.453,1111.10,1003.50,1184.50,870.30,+107.60,1099.70,1128.96,75.41,+82.73,0.94,14.95,69.78,14.32,1.565,+38.74,Normal,0
SOUTH INTERIOR KARNATAKA,1985,4.10,0.10,13.80,42.10,52.80,193.30,138.70,172.30,139.70,67.40,29.30,5.80,859.40,4.20,108.70,644.00,102.50,1040.38,684.33,Sub-Humid Core,-17.40,-5.89,-1.200,-0.315,1063.90,1111.10,1003.50,742.40,-47.20,1059.50,1117.60,79.94,+83.98,0.49,12.65,74.94,11.93,1.064,+36.69,Normal,0
SOUTH INTERIOR KARNATAKA,1986,13.90,9.20,3.90,26.20,51.70,210.00,149.90,208.20,175.30,79.40,94.10,8.40,1030.20,23.10,81.80,743.40,181.90,1040.38,684.33,Sub-Humid Core,-0.98,+8.63,-0.068,+0.461,859.40,1063.90,1111.10,644.00,-204.50,1011.47,1044.48,109.87,+36.49,2.24,7.94,72.16,17.66,0.938,+48.50,Normal,0
SOUTH INTERIOR KARNATAKA,1987,0.30,0.00,4.50,9.20,64.20,135.70,114.90,151.70,139.90,205.40,76.90,31.90,934.60,0.30,77.90,542.20,314.20,1040.38,684.33,Sub-Humid Core,-10.17,-20.77,-0.701,-1.110,1030.20,859.40,1063.90,743.40,+170.80,984.50,1013.62,85.08,+63.38,0.03,8.34,58.01,33.62,0.859,-4.04,Normal,0
SOUTH INTERIOR KARNATAKA,1988,0.20,2.90,11.90,71.40,84.90,68.00,276.00,251.30,199.20,30.60,5.90,19.90,1022.20,3.10,168.20,794.50,56.40,1040.38,684.33,Sub-Humid Core,-1.75,+16.10,-0.121,+0.860,934.60,1030.20,859.40,542.20,-95.60,941.40,999.84,90.98,+36.06,0.30,16.45,77.72,5.52,0.764,-51.92,Normal,0
SOUTH INTERIOR KARNATAKA,1989,0.00,0.10,12.50,24.00,53.30,145.00,286.30,135.00,149.40,86.90,15.70,5.20,913.40,0.10,89.80,715.70,107.80,1040.38,684.33,Sub-Humid Core,-12.21,+4.58,-0.842,+0.245,1022.20,934.60,1030.20,794.50,+87.60,995.67,982.06,74.73,+15.13,0.01,9.83,78.36,11.80,1.517,+2.53,Normal,0
SOUTH INTERIOR KARNATAKA,1990,4.00,0.10,5.00,15.20,115.10,130.10,148.50,193.80,59.00,128.50,47.00,2.20,848.50,4.10,135.30,531.40,177.70,1040.38,684.33,Sub-Humid Core,-18.44,-22.35,-1.272,-1.194,913.40,1022.20,934.60,715.70,-108.80,956.73,951.96,65.44,-5.60,0.48,15.95,62.63,20.94,1.102,-8.00,Normal,0
SOUTH INTERIOR KARNATAKA,1991,1.00,0.10,2.60,64.20,108.60,248.90,261.90,165.50,115.80,192.50,60.00,0.10,1221.20,1.10,175.40,792.10,252.60,1040.38,684.33,Sub-Humid Core,+17.38,+15.75,+1.199,+0.841,848.50,913.40,1022.20,531.40,-64.90,928.03,949.78,68.59,-43.25,0.09,14.36,64.86,20.68,1.816,+76.00,Normal,0
SOUTH INTERIOR KARNATAKA,1992,0.20,0.30,0.00,28.60,78.90,269.40,202.10,215.90,145.50,113.50,146.50,0.20,1201.10,0.50,107.50,832.90,260.20,1040.38,684.33,Sub-Humid Core,+15.45,+21.71,+1.066,+1.160,1221.20,848.50,913.40,792.10,+372.70,994.37,987.98,129.17,-39.58,0.04,8.95,69.34,21.66,1.305,+90.50,Normal,0
SOUTH INTERIOR KARNATAKA,1993,0.00,0.50,6.20,22.90,66.40,149.00,204.70,189.90,105.30,234.50,25.00,33.70,1038.10,0.50,95.50,648.90,293.20,1040.38,684.33,Sub-Humid Core,-0.22,-5.18,-0.015,-0.277,1201.10,1221.20,848.50,832.90,-20.10,1090.27,1041.28,149.53,-19.82,0.05,9.20,62.51,28.24,1.198,+5.36,Normal,0
SOUTH INTERIOR KARNATAKA,1994,11.70,2.40,3.90,54.60,70.90,184.90,336.40,132.60,96.40,238.60,24.80,0.50,1157.70,14.10,129.40,750.30,263.90,1040.38,684.33,Sub-Humid Core,+11.28,+9.64,+0.778,+0.515,1038.10,1201.10,1221.20,648.90,-163.00,1153.47,1044.46,149.26,-27.12,1.22,11.18,64.81,22.80,2.276,+30.75,Normal,0
SOUTH INTERIOR KARNATAKA,1995,4.20,0.20,3.50,32.10,70.90,79.60,248.40,179.80,135.60,98.80,30.10,0.00,883.20,4.40,106.50,643.40,128.90,1040.38,684.33,Sub-Humid Core,-15.11,-5.98,-1.042,-0.320,1157.70,1038.10,1201.10,750.30,+119.60,1132.30,1093.32,137.91,-17.74,0.50,12.06,72.85,14.59,1.040,-43.71,Normal,0
SOUTH INTERIOR KARNATAKA,1996,1.10,0.20,1.50,49.80,52.80,204.40,187.30,187.40,188.30,132.90,10.90,27.50,1044.10,1.30,104.10,767.40,171.30,1040.38,684.33,Sub-Humid Core,+0.36,+12.14,+0.025,+0.648,883.20,1157.70,1038.10,643.40,-274.50,1026.33,1100.26,125.76,-15.36,0.12,9.97,73.50,16.41,1.043,+44.54,Normal,0
SOUTH INTERIOR KARNATAKA,1997,4.90,0.10,26.20,26.00,45.30,178.90,251.70,246.80,108.40,134.40,123.80,33.60,1180.10,5.00,97.50,785.80,291.80,1040.38,684.33,Sub-Humid Core,+13.43,+14.83,+0.927,+0.792,1044.10,883.20,1157.70,767.40,+160.90,1028.33,1064.84,110.75,-13.97,0.42,8.26,66.59,24.73,1.212,+26.50,Normal,0
SOUTH INTERIOR KARNATAKA,1998,0.00,0.00,3.50,31.60,47.00,155.60,278.40,205.50,175.80,148.90,55.00,11.70,1113.00,0.00,82.10,815.30,215.60,1040.38,684.33,Sub-Humid Core,+6.98,+19.14,+0.482,+1.022,1180.10,1044.10,883.20,785.80,+136.00,1035.80,1060.64,105.79,+10.58,0.00,7.38,73.25,19.37,1.138,+10.03,Normal,0
SOUTH INTERIOR KARNATAKA,1999,0.10,4.60,1.50,42.20,131.20,129.50,289.60,138.80,108.00,271.90,28.80,3.50,1149.70,4.70,174.90,665.90,304.20,1040.38,684.33,Sub-Humid Core,+10.51,-2.69,+0.725,-0.144,1113.00,1180.10,1044.10,815.30,-67.10,1112.40,1075.62,106.84,+19.66,0.41,15.21,57.92,26.46,1.698,-8.43,Normal,0
SOUTH INTERIOR KARNATAKA,2000,1.40,15.50,0.30,46.30,59.30,167.50,200.50,300.60,183.50,206.20,14.10,12.10,1207.30,16.90,105.90,852.10,232.40,1040.38,684.33,Sub-Humid Core,+16.04,+24.52,+1.107,+1.310,1149.70,1113.00,1180.10,665.90,+36.70,1147.60,1074.02,105.65,+43.29,1.40,8.77,70.58,19.25,0.760,+18.44,Normal,0
SOUTH INTERIOR KARNATAKA,2001,0.50,1.10,1.70,90.60,30.40,127.20,168.20,152.00,189.90,122.70,40.00,2.10,926.40,1.60,122.70,637.30,164.80,1040.38,684.33,Sub-Humid Core,-10.96,-6.87,-0.756,-0.367,1207.30,1149.70,1113.00,852.10,+57.60,1156.67,1138.84,56.83,+79.17,0.17,13.24,68.79,17.79,0.864,-10.05,Normal,0
SOUTH INTERIOR KARNATAKA,2002,2.00,11.40,2.30,20.60,77.20,131.90,92.60,155.10,74.90,168.40,18.80,0.60,755.80,13.40,100.10,454.50,187.80,1040.38,684.33,Sub-Humid Core,-27.35,-33.58,-1.887,-1.794,926.40,1207.30,1149.70,637.30,-280.90,1094.47,1115.30,99.53,+49.69,1.77,13.24,60.13,24.85,0.976,-6.73,Deficient (Moderate Drought),1
